num_girls	group_size	possible_to_solve	num_days	num_possible_solutions	num_actual_solutions	total_solve_time	solution_num	day_num	group_num	group	named_group
2	2	True	1	1	1	0 days 00:00:00.002000	1.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
3	2	False	0	0	0						
3	3	True	1	1	1	0 days 00:00:00.001999	1.0	1.0	1.0	('A', 'B', 'C')	('Abigail', 'Belle', 'Crystal')
4	2	True	3	1	1	0 days 00:00:00.004012	1.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
4	2	True	3	1	1	0 days 00:00:00.004012	1.0	1.0	2.0	('C', 'D')	('Crystal', 'Delilah')
4	2	True	3	1	1	0 days 00:00:00.004012	1.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
4	2	True	3	1	1	0 days 00:00:00.004012	1.0	2.0	2.0	('B', 'D')	('Belle', 'Delilah')
4	2	True	3	1	1	0 days 00:00:00.004012	1.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
4	2	True	3	1	1	0 days 00:00:00.004012	1.0	3.0	2.0	('B', 'C')	('Belle', 'Crystal')
4	3	False	0	0	0						
4	4	True	1	1	1	0 days 00:00:00.001999	1.0	1.0	1.0	('A', 'B', 'C', 'D')	('Abigail', 'Belle', 'Crystal', 'Delilah')
5	2	False	0	0	0						
5	3	False	0	0	0						
5	4	False	0	0	0						
5	5	True	1	1	1	0 days 00:00:00.001999	1.0	1.0	1.0	('A', 'B', 'C', 'D', 'E')	('Abigail', 'Belle', 'Crystal', 'Delilah', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	1.0	2.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	1.0	3.0	('E', 'F')	('Emma', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	2.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	2.0	3.0	('D', 'F')	('Delilah', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	3.0	2.0	('B', 'F')	('Belle', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	3.0	3.0	('C', 'E')	('Crystal', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	4.0	1.0	('A', 'E')	('Abigail', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	4.0	2.0	('B', 'D')	('Belle', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	4.0	3.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	5.0	2.0	('B', 'C')	('Belle', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	1.0	5.0	3.0	('D', 'E')	('Delilah', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	1.0	2.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	1.0	3.0	('E', 'F')	('Emma', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	2.0	2.0	('B', 'F')	('Belle', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	2.0	3.0	('D', 'E')	('Delilah', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	3.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	3.0	3.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	4.0	1.0	('A', 'E')	('Abigail', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	4.0	2.0	('B', 'C')	('Belle', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	4.0	3.0	('D', 'F')	('Delilah', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	5.0	2.0	('B', 'D')	('Belle', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	2.0	5.0	3.0	('C', 'E')	('Crystal', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	1.0	2.0	('C', 'E')	('Crystal', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	1.0	3.0	('D', 'F')	('Delilah', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	2.0	2.0	('B', 'D')	('Belle', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	2.0	3.0	('E', 'F')	('Emma', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	3.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	3.0	3.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	4.0	1.0	('A', 'E')	('Abigail', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	4.0	2.0	('B', 'F')	('Belle', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	4.0	3.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	5.0	2.0	('B', 'C')	('Belle', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	3.0	5.0	3.0	('D', 'E')	('Delilah', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	1.0	2.0	('C', 'E')	('Crystal', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	1.0	3.0	('D', 'F')	('Delilah', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	2.0	2.0	('B', 'F')	('Belle', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	2.0	3.0	('D', 'E')	('Delilah', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	3.0	2.0	('B', 'C')	('Belle', 'Crystal')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	3.0	3.0	('E', 'F')	('Emma', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	4.0	1.0	('A', 'E')	('Abigail', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	4.0	2.0	('B', 'D')	('Belle', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	4.0	3.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	5.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0 days 00:00:00.419867	4.0	5.0	3.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0 days 00:00:00.419867	5.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0 days 00:00:00.419867	5.0	1.0	2.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0 days 00:00:00.419867	5.0	1.0	3.0	('D', 'E')	('Delilah', 'Emma')
